Departure_Latitude,Departure_Longitude,Arrival_Latitude,Arrival_Longitude,Departure_Bearing,Arrival_Bearing,Ranges,Range_Error
37.331931575000,0.0,26.128566516667,41.476529802778,95.4669065012712,118.100037749533,4085797.71045745,1.38189930304136e-5
35.269791283333,0.0,67.370771216667,137.791198430556,15.7398635998781,144.927624307827,8084459.01281178,5.62351088062680e-5
1.0,0.0,-0.998286322222,179.296674991667,89.0255041313847,90.9762395789926,19959214.6261821,1.42575492953545e-4
1.0,0.0,1.020885977778,179.771622900000,5.0047450389878,174.995222917504,19779362.8384626,1.41770874909204e-4
41.696077777778,0.0,41.696166666667,0.000155555556,52.6771685463032,52.6772720198999,16.2833273117916,6.87589522482552e-8
30.0,0.0,37.892351622222,116.321302341667,45.0000844826718,129.136526168938,10002067.6833720,4.84762978049413e-5
37.0,0.0,28.260193152778,-2.627646994444,-165.000275690672,-166.421458799296,999975.508415485,7.19785012259682e-6
